x_0,x_1,y,s,e
3.075627665168301,2.6898948946005956,1,0,0.1
-0.3841186442998997,1.0309602687637336,0,0,0.1
3.1565634503282523,3.217114867203644,1,0,0.1
3.058887453184692,3.2296817315401607,1,0,0.1
3.858372912906293,3.3671267841569916,1,1,0.1
3.4196694724251766,1.699437059591871,1,0,0.1
2.1667848034467916,1.9646387167161858,1,0,0.1
1.6347818718928493,1.9222830188612539,1,0,0.1
2.8424989919742605,1.771398573680443,1,0,0.1
3.470741083247258,0.5336435339252876,1,0,0.1
2.658638186029971,3.976811111359541,1,0,0.1
2.670413633364504,3.6210759407889364,1,0,0.1
0.9596451521468097,2.193097300234552,0,0,0.1
1.4400779710664477,3.0906670809292125,1,0,0.1
0.7884892497738175,-0.6887838435109644,0,0,0.1
3.2994751774846733,4.080423106652868,1,0,0.1
4.191582242763527,2.7124865384361962,1,0,0.1
2.656387885676995,1.4585095994054738,1,0,0.1
-1.0089693951891407,-0.05903004622470685,0,0,0.1
3.7096701917242205,3.2777522763276723,1,0,0.1
0.9303169899948206,6.553763260263112e-05,0,0,0.1
1.5077137750608025,2.5649662773386708,1,1,0.1
3.6626396490119593,2.593083940581725,1,0,0.1
2.597285801798864,2.7836258730273293,1,0,0.1
3.0903110953449877,4.515998011608403,1,0,0.1
0.3423280376889189,0.4525916228655743,0,0,0.1
2.5381564599900157,2.5439209492680526,1,0,0.1
3.7197456419685695,2.4009164999696226,1,0,0.1
3.0691761715577806,5.338809573212329,1,0,0.1
2.6474950144334946,3.1267347516080166,1,0,0.1
3.0859952884095887,4.2955891738557765,1,0,0.1
3.993632372291247,3.1141179921944695,1,0,0.1
2.45665497041715,2.5988921656103843,1,0,0.1
3.023100610878383,3.2956423037805727,1,1,0.1
3.0187342801824797,2.96742507970409,1,0,0.1
2.776659589329355,3.9953819930444245,1,0,0.1
3.2842156086316843,2.472068020851988,1,0,0.1
-0.4706090618816584,-0.8376039782003637,0,0,0.1
4.215319095188161,2.8633255722994413,1,0,0.1
1.1620873824253626,3.9840280042665728,1,0,0.1
-0.21356828562424995,-0.4956024432874336,0,0,0.1
2.271675184253326,0.3476529528241534,1,0,0.1
1.3564947596690191,0.33501407566436964,0,0,0.1
0.8050012428283644,2.2916014517108043,1,0,0.1
3.5348412609335074,2.8900748834531544,1,1,0.1
5.741991596877695,2.6596874306396354,1,0,0.1
0.10603982098159026,2.28406395164218,1,0,0.1
2.4711764407184313,3.4315246633006784,1,0,0.1
3.784331912891508,2.931810206394584,1,0,0.1
3.4142117457600643,3.516641621143332,1,0,0.1
2.9856815640624124,2.442336906302387,1,0,0.1
4.55944274577623,1.4674763251199405,1,0,0.1
-1.4432359448972052,-0.4170928819108607,0,0,0.1
3.7559125851635136,3.5048550018457836,1,0,0.1
2.0688936857583062,3.31863291669017,1,0,0.1
4.766520749375049,4.433603996596698,1,0,0.1
-0.9462049636762311,-0.9478539993142102,0,0,0.1
1.9218501239026635,3.9952332230548877,1,0,0.1
2.3435490980328924,2.5842932917828128,1,0,0.1
1.5439455176969197,2.8401554461766922,1,0,0.1
2.1720304103092927,4.326805249283843,1,0,0.1
3.3183594498581575,3.3684678248719297,1,0,0.1
-1.9909802288703076,1.068357128211418,0,0,0.1
2.9812876331813416,2.5311316659317313,1,1,0.1
4.273780718161559,2.1223755855718296,1,1,0.1
0.24057239167054428,-0.5087911131333432,0,0,0.1
-0.5248410716264832,-0.5793661004348083,0,0,0.1
3.0502412706569104,3.3484241770018226,1,0,0.1
0.22964226546642041,0.6007180382383474,0,0,0.1
1.8134679010178083,3.8707068382484477,1,0,0.1
2.419712111895648,2.619421964448909,1,0,0.1
3.3075686362709034,4.064780217935465,1,0,0.1
1.5659821513891836,3.62575105757508,1,0,0.1
0.28680077454587277,0.9157104649513237,0,0,0.1
2.5648187857600266,2.8398252785088136,1,0,0.1
3.325451751816977,1.6080439368181776,1,0,0.1
1.4163436872737416,-0.2100359631969276,0,0,0.1
3.2030953720024327,5.6090678203549125,1,0,0.1
3.326285099492201,0.47500861745391676,1,0,0.1
4.479712043116798,1.473407823186752,1,0,0.1
-0.745660314776496,-0.11616052049202182,0,0,0.1
3.0661960615733896,2.422139170951194,1,0,0.1
0.6425146473276294,-1.0412328997097413,0,0,0.1
2.564378980443699,4.215656362872817,1,0,0.1
1.7745679899772953,3.0540386147633027,1,0,0.1
3.280733431664358,4.921746942740343,1,0,0.1
3.8046305948251633,3.862123066491493,1,0,0.1
